ANIO_PERIODO,CODIGO_UNIVERSIDAD,NOMBRE_UNIVERSIDAD,NOMBRE_FILIAL,NOMBRE_PROGRAMA,CODIGO_CLASE_CINE_N2,NOMBRE_CLASE_CINE_N2,CANTIDAD_CARNES
2016,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,UNA-SEDE PRINCIPAL,INGENIERIA GEOLOGICA,53,CIENCIAS FÍSICAS Y QUÍMICAS,373
2016,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,UNA-SEDE PRINCIPAL,MEDICINA HUMANA,91,SALUD,238
2016,013,UNIVERSIDAD NACIONAL DE PIURA,UNP-SEDE PRINCIPAL,CIENCIAS CONTABLES Y FINANCIERAS-SULLANA,41,ADMINISTRACIÓN Y COMERCIO,280
2016,013,UNIVERSIDAD NACIONAL DE PIURA,UNP-SEDE PRINCIPAL,LENGUA Y LITERATURA,23,IDIOMAS,253
2016,013,UNIVERSIDAD NACIONAL DE PIURA,UNP-SEDE PRINCIPAL,MEDICINA VETERINARIA,84,VETERINARIA,299
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,BIOLOGIA Y QUIMICA,00,SIN CLASIFICAR,4
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ENFERMERIA,91,SALUD,461
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ESP. ANESTESIOLOGIA,91,SALUD,48
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ESP. EMERGENCIAS Y DESASTRES,02,SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL,123
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ESP. ENDOCRINOLOGIA PEDIATRICA,91,SALUD,3
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ESP. NEFROLOGIA,91,SALUD,20
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ESP. NEUMOLOGIA,91,SALUD,20
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ESP. OFTALMOLOGIA ONCOLOGICA,00,SIN CLASIFICAR,1
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ESP. PSIQUIATRIA DEL NIÑO Y ADOLESCENTE,91,SALUD,6
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,MAESTRIA EN EPIDEMIOLOGIA Y SALUD PUBLICA EN VETERINARIA,99,POSGRADO,2
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,MAESTRIA EN GERENCIA EN SALUD,99,POSGRADO,27
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,MS. EDUCACION,99,POSGRADO,4
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,MS. ESTOMATOLOGIA,99,POSGRADO,46
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,MS. PSICOLOGIA CLINICA,99,POSGRADO,142
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,RADIOLOGIA INTERVENCIONISTA,91,SALUD,1
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,SALUD PUBLICA,02,SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL,35
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,SEGUNDA ESPECIALIZACION EN ENFERMERIA PEDIATRICA,99,POSGRADO,7
2016,015,UNIVERSIDAD CATOLICA DE SANTA MARIA,UCSM-AREQUIPA,ADMINISTRACION DE EMPRESAS,41,ADMINISTRACIÓN Y COMERCIO,816
2016,015,UNIVERSIDAD CATOLICA DE SANTA MARIA,UCSM-AREQUIPA,CONTABILIDAD,41,ADMINISTRACIÓN Y COMERCIO,544
2016,015,UNIVERSIDAD CATOLICA DE SANTA MARIA,UCSM-AREQUIPA,DERECHO,42,DERECHO,1171
2016,004,UNIVERSIDAD NACIONAL DE TRUJILLO,UNT-VIRU,TRABAJO SOCIAL,92,BIENESTAR,23
2016,005,UNIVERSIDAD NACIONAL DE SAN AGUSTIN,UNSA.-AREQUIPA,BIOLOGIA,51,CIENCIAS BIOLÓGICAS Y AFINES,578
2016,005,UNIVERSIDAD NACIONAL DE SAN AGUSTIN,UNSA.-AREQUIPA,ECONOMIA,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,1312
2016,005,UNIVERSIDAD NACIONAL DE SAN AGUSTIN,UNSA.-AREQUIPA,INGENIERIA CIVIL,73,ARQUITECTURA Y CONSTRUCCIÓN,703
2016,006,UNIVERSIDAD NACIONAL DE INGENIERIA,[NO ESPECIFICADO],ING. DE SISTEMAS,61,INFORMÁTICA,1
2016,006,UNIVERSIDAD NACIONAL DE INGENIERIA,[NO ESPECIFICADO],ING. FISICA,53,CIENCIAS FÍSICAS Y QUÍMICAS,1
2016,006,UNIVERSIDAD NACIONAL DE INGENIERIA,[NO ESPECIFICADO],ING. METALURGICA,71,INGENIERÍA Y PROFESIONES AFINES,2
2016,006,UNIVERSIDAD NACIONAL DE INGENIERIA,[NO ESPECIFICADO],PGFC,99,POSGRADO,1
2016,006,UNIVERSIDAD NACIONAL DE INGENIERIA,UNI-SEDE PRINCIPAL,ING. ELECTRICA,71,INGENIERÍA Y PROFESIONES AFINES,552
2016,006,UNIVERSIDAD NACIONAL DE INGENIERIA,UNI-SEDE PRINCIPAL,ING. ESTADISTICA,54,MATEMÁTICAS Y ESTADÍSTICA,314
2016,007,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,[NO ESPECIFICADO],INGENIERIA AMBIENTAL,52,MEDIO AMBIENTE,7
2016,007,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,[NO ESPECIFICADO],INGENIERIA EN GESTION EMPRESARIAL,41,ADMINISTRACIÓN Y COMERCIO,9
2016,007,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,[NO ESPECIFICADO],PESQUERIA,83,PESCA,10
2016,007,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,[NO ESPECIFICADO],ZOOTECNIA,81,AGRICULTURA,15
2016,007,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,UNALM-SEDE PRINCIPAL,CIENCIAS E INGENIERIA BIOLOGICAS,99,POSGRADO,15
2016,007,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,UNALM-SEDE PRINCIPAL,TECNOLOGIA DE ALIMENTOS,99,POSGRADO,46
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],ANTROPOLOGIA VISUAL,99,POSGRADO,1
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],COMUNICAC. PARA EL DESARROLLO,32,PERIODISMO E INFORMACIÓN,3
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],DISEÑO INDUSTRIAL,21,ARTE,8
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],EDUCACION INICIAL,11,EDUCACIÓN INICIAL Y PRIMARIA,3
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],GES. Y POL. INNOV. Y LA TECNOL.,99,POSGRADO,1
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],INGENIERIA CIVIL,73,ARQUITECTURA Y CONSTRUCCIÓN,31
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,ALTOS ESTUDIOS AMAZONICOS,99,POSGRADO,2
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,ANTROPOLOGIA,22,HUMANIDADES,170
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,DER. DE LA EMPRESA-REG. DE NEG.,99,POSGRADO,1
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,EDUCACION,19,OTROS PROGRAMAS EN EDUCACIÓN,16
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,EDUCACION-DIFICULTADES APRENDIZ.,99,POSGRADO,90
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,EDUCACION-HISTORIA Y GEOGRAFIA,12,EDUCACIÓN SECUNDARIA,3
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,ESCULTURA,21,ARTE,62
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,ESTUDIOS PSICOANALÍTICOS,99,POSGRADO,6
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,FINAN. CORP. Y RIESGO FINANCIERO,99,POSGRADO,62
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,GESTIÓN ESTRATÉGICA CON MENCIÓN EN INNOVACIÓN Y GESTIÓN EN LA EDUCACIÓN SUPERIOR,99,POSGRADO,8
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,INGENIERIA DE LAS TELECOMUNICACIONES,99,POSGRADO,24
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,INGENIERIA ELECTRONICA,71,INGENIERÍA Y PROFESIONES AFINES,433
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,INGENIERIA MECANICA,71,INGENIERÍA Y PROFESIONES AFINES,723
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,INST.Y.REGUL.SERV. PUBLICOS,99,POSGRADO,51
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,PROTECCIÓN AL CONSUMIDOR,00,SIN CLASIFICAR,2
2016,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,[NO ESPECIFICADO],INGENIERIA CIVIL,73,ARQUITECTURA Y CONSTRUCCIÓN,1
2016,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,UNCP-UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,INGENIERIA DE MINAS,72,INDUSTRIA Y PRODUCCIÓN,532
2016,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,UNCP-UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,INGENIERIA ELECTRICA Y ELECTRONICA,71,INGENIERÍA Y PROFESIONES AFINES,534
2016,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNAP-IQUITOS,ESC. DE AGRONOMIA,81,AGRICULTURA,228
2016,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNAP-IQUITOS,ESC. DE FARMACIA Y BIOQUIMICA,91,SALUD,301
2016,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNAP-IQUITOS,ESC. ING. DE SIST. E INFORMAT.,61,INFORMÁTICA,408
2016,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNAP-IQUITOS,MAESTRIA EN CIENCIAS E INGENIERIA CON MENCION EN SEGURIDAD INDUSTRIAL ,99,POSGRADO,7
2016,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,UNA-SEDE PRINCIPAL,ANTROPOLOGIA,22,HUMANIDADES,302
2016,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,UNA-SEDE PRINCIPAL,ARTE,21,ARTE,167
2016,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,UNA-SEDE PRINCIPAL,EDUCACION FISICA,15,EDUCACIÓN FÍSICA,144
2016,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,UNA-SEDE PRINCIPAL,INGENIERIA AGROINDUSTRIAL,81,AGRICULTURA,185
2016,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,UNA-SEDE PRINCIPAL,INGENIERIA CIVIL,73,ARQUITECTURA Y CONSTRUCCIÓN,495
2016,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,UNA-SEDE PRINCIPAL,INGENIERIA ESTADISTICA E INFORMATICA,54,MATEMÁTICAS Y ESTADÍSTICA,151
2016,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,UNA-SEDE PRINCIPAL,INGENIERIA QUIMICA,53,CIENCIAS FÍSICAS Y QUÍMICAS,156
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],ECONOMIA,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,11
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],GESTION Y ALTA DIRECCION,41,ADMINISTRACIÓN Y COMERCIO,46
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],ING. DE LAS TELECOMUNICACIONES,61,INFORMÁTICA,6
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],MUSICA,21,ARTE,4
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],QUIMICA,99,POSGRADO,2
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],SOCIOLOGIA,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,2
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],SOCIOLOGIA,99,POSGRADO,1
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,ARQUEOLOGIA,22,HUMANIDADES,41
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,CIENCIA DE LA COMPUTACION,99,POSGRADO,4
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,CIENCIAS DE LA EDUCACION,99,POSGRADO,18
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,DER.INTERNACIONAL ECONOMICO,99,POSGRADO,24
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,DERECHO BANCARIO Y FINANCIERO,99,POSGRADO,33
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,DERECHO PROCESAL,42,DERECHO,3
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,EDUCACION - MENCION EN GESTION,99,POSGRADO,12
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,FONOAUDIOLOGIA,99,POSGRADO,51
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,GESTION PUBLICA-RECURS. HIDRICOS,99,POSGRADO,34
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,HUMANIDADES,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,15
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,INGENIERIA,99,POSGRADO,36
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,INGENIERIA INDUSTRIAL,72,INDUSTRIA Y PRODUCCIÓN,2910
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,PSICOLOGIA,99,POSGRADO,10
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,TEATRO,21,ARTE,187
2016,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,[NO ESPECIFICADO],ECONOMIA,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,1
2016,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,[NO ESPECIFICADO],INGENIERIA ELECTRICA Y ELECTRONICA,71,INGENIERÍA Y PROFESIONES AFINES,1
2016,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,[NO ESPECIFICADO],MEDICINA HUMANA,91,SALUD,1
2016,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,UNCP-UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,ADM. DE EMP.: HOTELERIA Y TURISMO,01,SERVICIOS PERSONALES,108
2016,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,UNCP-UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,GESTION EDUCATIVA,99,POSGRADO,1
2016,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,UNCP-UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,INGENIERIA DE SISTEMAS,61,INFORMÁTICA,346
2016,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNAP-IQUITOS,ESC. DE EDUCACION INICIAL,11,EDUCACIÓN INICIAL Y PRIMARIA,196
2016,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNAP-IQUITOS,ESC. DE ING. QUIMICA,53,CIENCIAS FÍSICAS Y QUÍMICAS,192
2016,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNAP-IQUITOS,ESC. DERECHO Y CIENC. POLITICAS,42,DERECHO,184
2016,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNAP-IQUITOS,MAESTRIA EN CIENCIAS CON MENCION EN ECOLOGIA Y DESARROLLO ,99,POSGRADO,17
2016,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNAP-IQUITOS,MAESTRIA EN CIENCIAS DE ENFERMERIA CON MENCION EN ADULTO Y ANCIANO ,99,POSGRADO,8
2016,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNAP-IQUITOS,MAESTRIA EN CIENCIAS E INGENIERIA CON MENCION EN SALUD OCUPACIONAL ,99,POSGRADO,1
2016,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNAP-IQUITOS,MAESTRIA EN DERECHO CON MENCION EN CIENCIAS PENALES ,99,POSGRADO,9
2016,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNAP-IQUITOS,SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA NEFROLOGICA ,99,POSGRADO,10
2016,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,UNAP-NAUTA,ESC. DE NEGOC. INTERN. Y TURISMO,41,ADMINISTRACIÓN Y COMERCIO,13
2016,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,UNA-SEDE PRINCIPAL,EDUCACION CIENCIAS,19,OTROS PROGRAMAS EN EDUCACIÓN,50
2016,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,UNA-SEDE PRINCIPAL,EDUCACION LETRAS,19,OTROS PROGRAMAS EN EDUCACIÓN,317
2016,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,UNA-SEDE PRINCIPAL,TURISMO,01,SERVICIOS PERSONALES,302
2016,013,UNIVERSIDAD NACIONAL DE PIURA,UNP-SEDE PRINCIPAL,CIENCIAS Y TECNOLOGIA DE LA COMUNICACION,32,PERIODISMO E INFORMACIÓN,542
2016,013,UNIVERSIDAD NACIONAL DE PIURA,UNP-SEDE PRINCIPAL,INGENIERIA ELECTRONICA Y TELEC.-SULLANA,00,SIN CLASIFICAR,9
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,[NO ESPECIFICADO],BIOLOGIA,51,CIENCIAS BIOLÓGICAS Y AFINES,3
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,[NO ESPECIFICADO],TM RADIOLOGIA,91,SALUD,1
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ENFERMERIA (NAVAL),00,SIN CLASIFICAR,16
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ESP. ANESTESIOLOGIA Y TERAPIA INTENSIVA,00,SIN CLASIFICAR,3
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ESP. CIRUGIA CARDIOVASCULAR,00,SIN CLASIFICAR,4
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ESP. ENFERMEDADES INFECCIOSAS,00,SIN CLASIFICAR,27
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ESP. GINECOLOGIA ONCOLOGICA,91,SALUD,9
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ESP. MEDICINA INTENSIVA PEDIATRICA,91,SALUD,8
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ESP. MEDICINA Y CIRUGIA BUCAL,00,SIN CLASIFICAR,1
2016,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,UPCH-LIMA,ESP. ODONTOLOGIA PEDIATRICA,00,SIN CLASIFICAR,23
2016,005,UNIVERSIDAD NACIONAL DE SAN AGUSTIN,UNSA.-AREQUIPA,INGENIERIA AMBIENTAL,52,MEDIO AMBIENTE,362
2016,005,UNIVERSIDAD NACIONAL DE SAN AGUSTIN,UNSA.-AREQUIPA,INGENIERIA GEOFISICA,53,CIENCIAS FÍSICAS Y QUÍMICAS,317
2016,005,UNIVERSIDAD NACIONAL DE SAN AGUSTIN,UNSA.-AREQUIPA,INGENIERIA INDUSTRIAS ALIMENTARIAS,72,INDUSTRIA Y PRODUCCIÓN,503
2016,006,UNIVERSIDAD NACIONAL DE INGENIERIA,[NO ESPECIFICADO],CIENCIA DE LA COMPUTACION,61,INFORMÁTICA,1
2016,006,UNIVERSIDAD NACIONAL DE INGENIERIA,[NO ESPECIFICADO],ING. DE TELECOMUNICACIONES,61,INFORMÁTICA,2
2016,006,UNIVERSIDAD NACIONAL DE INGENIERIA,[NO ESPECIFICADO],ING. NAVAL,03,SERVICIOS DE SEGURIDAD,2
2016,006,UNIVERSIDAD NACIONAL DE INGENIERIA,UNI-SEDE PRINCIPAL,PGFIIS,99,POSGRADO,49
2016,007,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,[NO ESPECIFICADO],BIOLOGIA,51,CIENCIAS BIOLÓGICAS Y AFINES,12
2016,007,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,[NO ESPECIFICADO],ECONOMIA,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,8
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],CIENCIA POLITICA Y GOBIERNO,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,1
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],DERECHO,42,DERECHO,58
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],GEOGRAFIA Y MEDIO AMBIENTE,53,CIENCIAS FÍSICAS Y QUÍMICAS,2
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],HISTORIA,22,HUMANIDADES,3
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],INGENIERIA DE MINAS,72,INDUSTRIA Y PRODUCCIÓN,11
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],LINGUISTICA HISPANICA,00,SIN CLASIFICAR,1
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],LITERATURA HISPANICA,23,IDIOMAS,1
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,[NO ESPECIFICADO],PSICOLOGIA SOCIAL,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,2
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,ADM. NEGOCIOS GLOBALES,99,POSGRADO,77
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,ADMINISTRACION DE NEGOCIOS,99,POSGRADO,70
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,CIENCIA POL.Y GOB.-GERENCIA PUBL,99,POSGRADO,9
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,CIENCIA POL.Y GOB.-INSTIT.POLIT.,99,POSGRADO,2
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,COMUNICACIONES,99,POSGRADO,40
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,DER.DE LA PROP.INTELEC Y COMPE,99,POSGRADO,8
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,DER.EMP:REG.SERVICIOS PUBLICOS,99,POSGRADO,1
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,DERECHO DE LA EMPRESA,99,POSGRADO,188
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,DERECHO DEL TRABAJO Y DE LA SEGURIDAD SOCIAL,42,DERECHO,37
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,DERECHO TRAB. Y DE LA SEG.SOCIAL,99,POSGRADO,51
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,DESARROLLO HUMANO: ENFOQUES Y POL.,99,POSGRADO,42
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,ECONOMIA,00,SIN CLASIFICAR,398
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,EDU.FILOSOFIA Y CC. SOCIALES,12,EDUCACIÓN SECUNDARIA,5
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,EDUCACION-CIENCIAS NATURALES,12,EDUCACIÓN SECUNDARIA,3
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,EDUCACION-FISICA Y QUIMICA,12,EDUCACIÓN SECUNDARIA,2
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,FILOSOFIA,12,EDUCACIÓN SECUNDARIA,97
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,FILOSOFIA,99,POSGRADO,46
2016,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP-SEDE PRINCIPAL,FONOAUDIOLOGIA-MOTRIC. OROFACIAL,99,POSGRADO,29
